name,source,label,prob,pred
REFUGE1-val-143,REFUGE1-val,0,0.0001008872,0
BEH-557,BEH,0,0.09432207,0
OIA-ODIR-TEST-ONLINE-354,OIA-ODIR-TEST-ONLINE,0,0.0023326997,0
OIA-ODIR-TEST-ONLINE-270,OIA-ODIR-TEST-ONLINE,0,0.00053458544,0
OIA-ODIR-TRAIN-2873,OIA-ODIR-TRAIN,0,0.49990928,0
EyePACS-Glaucoma-2287,EyePACS-Glaucoma,1,0.99998057,1
EyePACS-Glaucoma-1345,EyePACS-Glaucoma,1,0.9999756,1
OIA-ODIR-TRAIN-1401,OIA-ODIR-TRAIN,0,5.19514e-05,0
BEH-128,BEH,1,0.89715195,1
OIA-ODIR-TRAIN-2332,OIA-ODIR-TRAIN,0,0.00021703036,0
OIA-ODIR-TRAIN-1448,OIA-ODIR-TRAIN,0,0.0019049635,0
BEH-10,BEH,1,0.921319,1
EyePACS-Glaucoma-579,EyePACS-Glaucoma,1,0.9980694,1
OIA-ODIR-TRAIN-2300,OIA-ODIR-TRAIN,0,0.00013404666,0
ORIGA-588,ORIGA,1,0.44381094,0
OIA-ODIR-TRAIN-542,OIA-ODIR-TRAIN,0,0.33987218,0
OIA-ODIR-TRAIN-2662,OIA-ODIR-TRAIN,0,0.0037840647,0
BEH-559,BEH,0,0.1404945,0
sjchoi86-HRF-278,sjchoi86-HRF,0,0.00039679732,0
EyePACS-Glaucoma-2904,EyePACS-Glaucoma,1,0.9996739,1
G1020-24,G1020,0,0.43821615,0
sjchoi86-HRF-196,sjchoi86-HRF,0,0.0023950734,0
BEH-1,BEH,1,0.9989972,1
sjchoi86-HRF-362,sjchoi86-HRF,1,0.986765,1
PAPILA-467,PAPILA,0,0.06408061,0
EyePACS-Glaucoma-2505,EyePACS-Glaucoma,1,0.99996394,1
JSIEC-1000-20,JSIEC-1000,0,0.0028960465,0
PAPILA-459,PAPILA,0,0.11436836,0
BEH-465,BEH,0,0.12216014,0
EyePACS-Glaucoma-574,EyePACS-Glaucoma,1,0.9998051,1
EyePACS-Glaucoma-1065,EyePACS-Glaucoma,1,0.99994373,1
EyePACS-Glaucoma-1255,EyePACS-Glaucoma,1,0.99975806,1
REFUGE1-val-281,REFUGE1-val,0,0.00027749338,0
EyePACS-Glaucoma-529,EyePACS-Glaucoma,1,0.9998894,1
OIA-ODIR-TRAIN-2453,OIA-ODIR-TRAIN,0,0.0012327541,0
OIA-ODIR-TRAIN-2605,OIA-ODIR-TRAIN,0,0.025650896,0
DRISHTI-GS1-train-7,DRISHTI-GS1-train,1,0.98416626,1
OIA-ODIR-TRAIN-2541,OIA-ODIR-TRAIN,0,0.00045605746,0
G1020-961,G1020,0,0.5063675,0
FIVES-276,FIVES,0,0.0105772875,0
OIA-ODIR-TEST-OFFLINE-202,OIA-ODIR-TEST-OFFLINE,0,0.00012168144,0
OIA-ODIR-TRAIN-1832,OIA-ODIR-TRAIN,0,0.013460323,0
sjchoi86-HRF-232,sjchoi86-HRF,0,0.5957108,0
BEH-634,BEH,0,0.5363152,0
OIA-ODIR-TRAIN-1603,OIA-ODIR-TRAIN,0,0.0019521777,0
BEH-341,BEH,0,0.22496337,0
OIA-ODIR-TEST-OFFLINE-384,OIA-ODIR-TEST-OFFLINE,0,0.015643142,0
BEH-21,BEH,1,0.9953685,1
EyePACS-Glaucoma-3061,EyePACS-Glaucoma,1,0.9998461,1
EyePACS-Glaucoma-2443,EyePACS-Glaucoma,1,0.9998306,1
EyePACS-Glaucoma-297,EyePACS-Glaucoma,1,0.99997884,1
OIA-ODIR-TRAIN-469,OIA-ODIR-TRAIN,0,1.7690768e-06,0
ORIGA-43,ORIGA,0,0.26436445,0
EyePACS-Glaucoma-2530,EyePACS-Glaucoma,1,0.9967412,1
EyePACS-Glaucoma-1731,EyePACS-Glaucoma,1,0.99937415,1
EyePACS-Glaucoma-647,EyePACS-Glaucoma,1,0.99773735,1
OIA-ODIR-TRAIN-472,OIA-ODIR-TRAIN,0,9.298933e-05,0
REFUGE1-val-114,REFUGE1-val,0,0.00082340103,0
G1020-808,G1020,0,0.36515692,0
EyePACS-Glaucoma-631,EyePACS-Glaucoma,1,0.99919516,1
EyePACS-Glaucoma-2234,EyePACS-Glaucoma,1,0.844592,1
BEH-538,BEH,0,0.67513984,1
G1020-11,G1020,0,0.6175128,0
OIA-ODIR-TRAIN-2196,OIA-ODIR-TRAIN,0,6.6713714e-05,0
OIA-ODIR-TRAIN-351,OIA-ODIR-TRAIN,0,0.00027757225,0
OIA-ODIR-TRAIN-643,OIA-ODIR-TRAIN,0,0.017799474,0
OIA-ODIR-TRAIN-1791,OIA-ODIR-TRAIN,0,0.0021497326,0
OIA-ODIR-TRAIN-271,OIA-ODIR-TRAIN,0,0.8564091,1
EyePACS-Glaucoma-1696,EyePACS-Glaucoma,1,0.99999404,1
EyePACS-Glaucoma-1900,EyePACS-Glaucoma,1,0.9999687,1
JSIEC-1000-26,JSIEC-1000,0,0.0031261283,0
EyePACS-Glaucoma-2923,EyePACS-Glaucoma,1,0.9904226,1
OIA-ODIR-TRAIN-2072,OIA-ODIR-TRAIN,0,0.2126555,0
EyePACS-Glaucoma-2543,EyePACS-Glaucoma,1,0.99310267,1
OIA-ODIR-TRAIN-1022,OIA-ODIR-TRAIN,0,0.0019258128,0
EyePACS-Glaucoma-2835,EyePACS-Glaucoma,1,0.999183,1
OIA-ODIR-TEST-ONLINE-773,OIA-ODIR-TEST-ONLINE,0,0.0005540761,0
EyePACS-Glaucoma-1596,EyePACS-Glaucoma,1,0.99999917,1
REFUGE1-val-292,REFUGE1-val,0,0.0051737106,0
OIA-ODIR-TRAIN-2555,OIA-ODIR-TRAIN,0,0.0023801879,0
OIA-ODIR-TRAIN-2101,OIA-ODIR-TRAIN,0,6.587585e-05,0
EyePACS-Glaucoma-63,EyePACS-Glaucoma,1,0.84208274,1
PAPILA-193,PAPILA,0,0.020500977,0
REFUGE1-train-394,REFUGE1-train,0,0.0035448112,0
EyePACS-Glaucoma-2071,EyePACS-Glaucoma,1,0.9780433,1
CRFO-v4-11,CRFO-v4,1,0.9227305,1
EyePACS-Glaucoma-3085,EyePACS-Glaucoma,1,0.99898493,1
G1020-421,G1020,1,0.9347298,1
OIA-ODIR-TRAIN-83,OIA-ODIR-TRAIN,0,0.0031248392,0
EyePACS-Glaucoma-3057,EyePACS-Glaucoma,1,0.999953,1
BEH-480,BEH,0,0.004187178,0
OIA-ODIR-TEST-ONLINE-495,OIA-ODIR-TEST-ONLINE,0,0.34123468,0
EyePACS-Glaucoma-128,EyePACS-Glaucoma,1,0.99988294,1
EyePACS-Glaucoma-1287,EyePACS-Glaucoma,1,0.99982774,1
EyePACS-Glaucoma-1885,EyePACS-Glaucoma,1,0.99970293,1
REFUGE1-train-10,REFUGE1-train,1,0.9772292,1
OIA-ODIR-TRAIN-728,OIA-ODIR-TRAIN,0,0.009687683,0
PAPILA-356,PAPILA,0,0.010725035,0
REFUGE1-train-225,REFUGE1-train,0,0.0023554093,0
OIA-ODIR-TEST-OFFLINE-449,OIA-ODIR-TEST-OFFLINE,0,0.41474074,0
OIA-ODIR-TRAIN-262,OIA-ODIR-TRAIN,0,0.00044252814,0
EyePACS-Glaucoma-3240,EyePACS-Glaucoma,1,0.99960935,1
EyePACS-Glaucoma-3091,EyePACS-Glaucoma,1,0.9999831,1
G1020-676,G1020,0,0.5200864,0
EyePACS-Glaucoma-2273,EyePACS-Glaucoma,1,0.9872178,1
OIA-ODIR-TRAIN-903,OIA-ODIR-TRAIN,0,0.00022505023,0
OIA-ODIR-TRAIN-3182,OIA-ODIR-TRAIN,0,3.6064102e-05,0
ORIGA-281,ORIGA,0,0.3340321,0
OIA-ODIR-TRAIN-1717,OIA-ODIR-TRAIN,0,0.07362473,0
OIA-ODIR-TRAIN-3183,OIA-ODIR-TRAIN,0,0.0012583556,0
OIA-ODIR-TEST-ONLINE-471,OIA-ODIR-TEST-ONLINE,0,0.0678676,0
ORIGA-501,ORIGA,0,0.13059112,0
OIA-ODIR-TRAIN-716,OIA-ODIR-TRAIN,0,0.065173656,0
REFUGE1-train-156,REFUGE1-train,0,2.7545884e-05,0
REFUGE1-val-310,REFUGE1-val,0,0.02020394,0
EyePACS-Glaucoma-340,EyePACS-Glaucoma,1,0.99998766,1
EyePACS-Glaucoma-1690,EyePACS-Glaucoma,1,0.99830675,1
EyePACS-Glaucoma-728,EyePACS-Glaucoma,1,0.99993324,1
G1020-129,G1020,1,0.4984361,0
PAPILA-49,PAPILA,1,0.98926485,1
OIA-ODIR-TRAIN-3193,OIA-ODIR-TRAIN,0,0.00040439886,0
EyePACS-Glaucoma-3038,EyePACS-Glaucoma,1,0.10779504,0
EyePACS-Glaucoma-2778,EyePACS-Glaucoma,1,0.8815731,1
OIA-ODIR-TRAIN-2354,OIA-ODIR-TRAIN,0,0.75515485,1
EyePACS-Glaucoma-1748,EyePACS-Glaucoma,1,0.99994755,1
G1020-440,G1020,0,0.2770449,0
OIA-ODIR-TEST-ONLINE-396,OIA-ODIR-TEST-ONLINE,0,0.22570919,0
EyePACS-Glaucoma-658,EyePACS-Glaucoma,1,0.99998623,1
EyePACS-Glaucoma-3138,EyePACS-Glaucoma,1,0.99996406,1
REFUGE1-train-134,REFUGE1-train,0,0.007589234,0
OIA-ODIR-TRAIN-2303,OIA-ODIR-TRAIN,0,0.015215604,0
EyePACS-Glaucoma-267,EyePACS-Glaucoma,1,0.9948192,1
OIA-ODIR-TEST-ONLINE-393,OIA-ODIR-TEST-ONLINE,0,0.006048287,0
OIA-ODIR-TRAIN-3231,OIA-ODIR-TRAIN,0,0.0018586516,0
G1020-98,G1020,0,0.1708503,0
EyePACS-Glaucoma-2415,EyePACS-Glaucoma,1,0.9892809,1
OIA-ODIR-TRAIN-865,OIA-ODIR-TRAIN,0,0.00036490744,0
EyePACS-Glaucoma-584,EyePACS-Glaucoma,1,0.9859612,1
PAPILA-331,PAPILA,0,0.087084785,0
OIA-ODIR-TRAIN-150,OIA-ODIR-TRAIN,0,0.12104294,0
EyePACS-Glaucoma-218,EyePACS-Glaucoma,1,0.9998978,1
G1020-45,G1020,0,0.40414587,0
OIA-ODIR-TEST-ONLINE-611,OIA-ODIR-TEST-ONLINE,0,0.00779439,0
FIVES-151,FIVES,0,0.57308656,0
BEH-544,BEH,0,0.01566228,0
OIA-ODIR-TRAIN-2333,OIA-ODIR-TRAIN,0,1.5664706e-05,0
OIA-ODIR-TEST-OFFLINE-480,OIA-ODIR-TEST-OFFLINE,0,0.005159713,0
LES-AV-15,LES-AV,1,0.995435,1
PAPILA-452,PAPILA,0,0.028613497,0
EyePACS-Glaucoma-1424,EyePACS-Glaucoma,1,0.9995693,1
ORIGA-72,ORIGA,1,0.057257287,0
OIA-ODIR-TRAIN-1869,OIA-ODIR-TRAIN,0,0.005355483,0
EyePACS-Glaucoma-752,EyePACS-Glaucoma,1,0.39875057,0
OIA-ODIR-TEST-ONLINE-544,OIA-ODIR-TEST-ONLINE,0,0.0009408209,0
EyePACS-Glaucoma-3101,EyePACS-Glaucoma,1,0.99977237,1
G1020-571,G1020,0,0.20566948,0
EyePACS-Glaucoma-81,EyePACS-Glaucoma,1,0.99993426,1
ORIGA-155,ORIGA,0,0.068664715,0
EyePACS-Glaucoma-2790,EyePACS-Glaucoma,1,0.99951136,1
sjchoi86-HRF-53,sjchoi86-HRF,0,0.0009742965,0
OIA-ODIR-TRAIN-1200,OIA-ODIR-TRAIN,0,0.0008866793,0
OIA-ODIR-TRAIN-2356,OIA-ODIR-TRAIN,0,0.98300743,1
G1020-506,G1020,1,0.8506504,1
OIA-ODIR-TRAIN-1065,OIA-ODIR-TRAIN,0,0.001779641,0
REFUGE1-train-120,REFUGE1-train,0,0.008861743,0
EyePACS-Glaucoma-990,EyePACS-Glaucoma,1,0.9998801,1
OIA-ODIR-TRAIN-1738,OIA-ODIR-TRAIN,0,0.029843811,0
EyePACS-Glaucoma-1685,EyePACS-Glaucoma,1,0.9997026,1
OIA-ODIR-TEST-ONLINE-469,OIA-ODIR-TEST-ONLINE,0,5.5957364e-05,0
G1020-534,G1020,0,0.26869255,0
EyePACS-Glaucoma-927,EyePACS-Glaucoma,1,0.9926196,1
OIA-ODIR-TRAIN-2922,OIA-ODIR-TRAIN,0,0.00067623425,0
OIA-ODIR-TRAIN-1829,OIA-ODIR-TRAIN,0,0.5769708,0
EyePACS-Glaucoma-2597,EyePACS-Glaucoma,1,0.9994284,1
OIA-ODIR-TRAIN-84,OIA-ODIR-TRAIN,0,0.091385596,0
OIA-ODIR-TEST-ONLINE-1,OIA-ODIR-TEST-ONLINE,0,0.004321077,0
EyePACS-Glaucoma-2174,EyePACS-Glaucoma,1,0.9989015,1
EyePACS-Glaucoma-1619,EyePACS-Glaucoma,1,0.9779444,1
HRF-3,HRF,1,0.60452443,0
G1020-232,G1020,1,0.52962625,0
OIA-ODIR-TEST-ONLINE-90,OIA-ODIR-TEST-ONLINE,1,0.9842621,1
OIA-ODIR-TRAIN-1883,OIA-ODIR-TRAIN,0,0.0047706505,0
EyePACS-Glaucoma-2672,EyePACS-Glaucoma,1,0.96747243,1
OIA-ODIR-TRAIN-1093,OIA-ODIR-TRAIN,0,0.0003152791,0
EyePACS-Glaucoma-938,EyePACS-Glaucoma,1,0.99994826,1
JSIEC-1000-35,JSIEC-1000,0,0.13549341,0
OIA-ODIR-TRAIN-3250,OIA-ODIR-TRAIN,0,0.0041412297,0
OIA-ODIR-TEST-ONLINE-472,OIA-ODIR-TEST-ONLINE,0,0.009088613,0
OIA-ODIR-TRAIN-1068,OIA-ODIR-TRAIN,0,0.00025734372,0
G1020-874,G1020,0,0.3984614,0
OIA-ODIR-TRAIN-2808,OIA-ODIR-TRAIN,0,0.0004368291,0
PAPILA-220,PAPILA,0,0.05451543,0
PAPILA-284,PAPILA,1,0.96081555,1
EyePACS-Glaucoma-48,EyePACS-Glaucoma,1,0.99743557,1
REFUGE1-train-161,REFUGE1-train,0,0.056159392,0
EyePACS-Glaucoma-1840,EyePACS-Glaucoma,1,0.99295235,1
EyePACS-Glaucoma-2610,EyePACS-Glaucoma,1,0.9996176,1
ORIGA-231,ORIGA,0,0.14576165,0
EyePACS-Glaucoma-2929,EyePACS-Glaucoma,1,0.99999535,1
OIA-ODIR-TEST-ONLINE-136,OIA-ODIR-TEST-ONLINE,0,0.12961924,0
EyePACS-Glaucoma-2065,EyePACS-Glaucoma,1,0.99999285,1
OIA-ODIR-TRAIN-1356,OIA-ODIR-TRAIN,0,0.012289606,0
FIVES-202,FIVES,0,0.04238789,0
EyePACS-Glaucoma-1463,EyePACS-Glaucoma,1,0.9947517,1
OIA-ODIR-TEST-ONLINE-522,OIA-ODIR-TEST-ONLINE,0,0.00051089836,0
G1020-358,G1020,0,0.23197246,0
G1020-535,G1020,1,0.7100735,1
DRISHTI-GS1-train-14,DRISHTI-GS1-train,1,0.6543988,0
FIVES-113,FIVES,1,0.60579365,0
OIA-ODIR-TRAIN-196,OIA-ODIR-TRAIN,0,0.16778657,0
PAPILA-341,PAPILA,0,0.017415415,0
OIA-ODIR-TEST-ONLINE-667,OIA-ODIR-TEST-ONLINE,0,0.040578328,0
REFUGE1-train-111,REFUGE1-train,0,0.003354364,0
EyePACS-Glaucoma-2739,EyePACS-Glaucoma,1,0.9997536,1
EyePACS-Glaucoma-741,EyePACS-Glaucoma,1,0.99937963,1
OIA-ODIR-TEST-ONLINE-851,OIA-ODIR-TEST-ONLINE,0,0.0045951507,0
OIA-ODIR-TEST-OFFLINE-328,OIA-ODIR-TEST-OFFLINE,0,0.0011318006,0
PAPILA-188,PAPILA,1,0.7401409,1
PAPILA-439,PAPILA,0,0.11392076,0
G1020-957,G1020,0,0.06888153,0
EyePACS-Glaucoma-394,EyePACS-Glaucoma,1,0.995502,1
G1020-329,G1020,0,0.14260066,0
EyePACS-Glaucoma-2936,EyePACS-Glaucoma,1,0.9999833,1
OIA-ODIR-TEST-ONLINE-698,OIA-ODIR-TEST-ONLINE,0,0.11645047,0
ORIGA-470,ORIGA,0,0.0039893724,0
ORIGA-348,ORIGA,1,0.5320199,0
G1020-428,G1020,0,0.17686889,0
OIA-ODIR-TEST-OFFLINE-396,OIA-ODIR-TEST-OFFLINE,0,0.00057400134,0
EyePACS-Glaucoma-954,EyePACS-Glaucoma,1,0.9995413,1
sjchoi86-HRF-248,sjchoi86-HRF,0,0.4459848,0
OIA-ODIR-TEST-OFFLINE-95,OIA-ODIR-TEST-OFFLINE,0,0.008578625,0
EyePACS-Glaucoma-2444,EyePACS-Glaucoma,1,0.98434734,1
EyePACS-Glaucoma-1068,EyePACS-Glaucoma,1,0.9998075,1
EyePACS-Glaucoma-2501,EyePACS-Glaucoma,1,0.9980994,1
BEH-220,BEH,0,0.0070392466,0
OIA-ODIR-TRAIN-1175,OIA-ODIR-TRAIN,0,0.056929193,0
G1020-782,G1020,0,0.5155307,0
sjchoi86-HRF-145,sjchoi86-HRF,0,0.024022037,0
EyePACS-Glaucoma-2791,EyePACS-Glaucoma,1,0.96760726,1
REFUGE1-val-385,REFUGE1-val,1,0.0002286302,0
G1020-146,G1020,0,0.4278792,0
EyePACS-Glaucoma-2207,EyePACS-Glaucoma,1,0.99996626,1
OIA-ODIR-TRAIN-2581,OIA-ODIR-TRAIN,0,0.0074101016,0
OIA-ODIR-TRAIN-1654,OIA-ODIR-TRAIN,0,0.0003975929,0
sjchoi86-HRF-138,sjchoi86-HRF,0,0.9886626,1
REFUGE1-train-115,REFUGE1-train,0,0.0005392866,0
BEH-243,BEH,0,0.20924509,0
EyePACS-Glaucoma-2166,EyePACS-Glaucoma,1,0.9972595,1
REFUGE1-train-370,REFUGE1-train,0,0.00043293604,0
BEH-332,BEH,0,0.13846749,0
REFUGE1-val-87,REFUGE1-val,0,0.00023058157,0
REFUGE1-train-191,REFUGE1-train,0,0.0027531527,0
FIVES-299,FIVES,0,0.027775548,0
OIA-ODIR-TRAIN-955,OIA-ODIR-TRAIN,0,8.834689e-06,0
PAPILA-161,PAPILA,0,0.04691747,0
ORIGA-144,ORIGA,0,0.024663687,0
FIVES-74,FIVES,1,0.79419386,1
OIA-ODIR-TRAIN-2501,OIA-ODIR-TRAIN,0,0.001370359,0
EyePACS-Glaucoma-3270,EyePACS-Glaucoma,1,0.98023117,1
EyePACS-Glaucoma-1651,EyePACS-Glaucoma,1,0.99992985,1
OIA-ODIR-TEST-ONLINE-89,OIA-ODIR-TEST-ONLINE,1,0.9978322,1
G1020-727,G1020,0,0.3219774,0
OIA-ODIR-TRAIN-3116,OIA-ODIR-TRAIN,0,0.0013033595,0
ORIGA-539,ORIGA,0,0.12947519,0
sjchoi86-HRF-185,sjchoi86-HRF,0,0.0022598747,0
OIA-ODIR-TRAIN-2003,OIA-ODIR-TRAIN,0,0.00046306994,0
OIA-ODIR-TEST-ONLINE-205,OIA-ODIR-TEST-ONLINE,0,0.19473536,0
G1020-319,G1020,1,0.858768,1
ORIGA-167,ORIGA,0,0.80498284,1
G1020-468,G1020,0,0.5379781,0
CRFO-v4-19,CRFO-v4,1,0.9724126,1
OIA-ODIR-TRAIN-2116,OIA-ODIR-TRAIN,0,0.0043355366,0
REFUGE1-train-40,REFUGE1-train,1,0.9974288,1
OIA-ODIR-TRAIN-59,OIA-ODIR-TRAIN,0,0.0023982641,0
HRF-9,HRF,1,0.8717575,1
BEH-346,BEH,0,0.28454033,0
REFUGE1-val-137,REFUGE1-val,0,8.2026214e-05,0
REFUGE1-train-83,REFUGE1-train,0,0.1725811,0
OIA-ODIR-TRAIN-1204,OIA-ODIR-TRAIN,0,0.13825493,0
FIVES-319,FIVES,0,0.7688137,1
REFUGE1-train-292,REFUGE1-train,0,0.021503381,0
OIA-ODIR-TRAIN-3019,OIA-ODIR-TRAIN,0,0.00064255967,0
G1020-251,G1020,0,0.2991715,0
REFUGE1-train-378,REFUGE1-train,0,0.985932,1
OIA-ODIR-TRAIN-1046,OIA-ODIR-TRAIN,0,0.0015455009,0
OIA-ODIR-TRAIN-1378,OIA-ODIR-TRAIN,0,7.568531e-05,0
OIA-ODIR-TEST-OFFLINE-382,OIA-ODIR-TEST-OFFLINE,0,0.04559781,0
REFUGE1-val-269,REFUGE1-val,0,8.67389e-05,0
OIA-ODIR-TRAIN-1216,OIA-ODIR-TRAIN,0,0.00011776449,0
EyePACS-Glaucoma-692,EyePACS-Glaucoma,1,0.999997,1
REFUGE1-train-185,REFUGE1-train,0,0.0022465372,0
EyePACS-Glaucoma-2551,EyePACS-Glaucoma,1,0.99973154,1
REFUGE1-val-169,REFUGE1-val,0,0.0007714293,0
ORIGA-596,ORIGA,0,0.5819535,0
EyePACS-Glaucoma-3099,EyePACS-Glaucoma,1,0.9999826,1
BEH-69,BEH,1,0.8631136,1
G1020-612,G1020,0,0.15742418,0
OIA-ODIR-TRAIN-94,OIA-ODIR-TRAIN,0,0.10521383,0
OIA-ODIR-TRAIN-2183,OIA-ODIR-TRAIN,0,0.05728592,0
OIA-ODIR-TRAIN-2044,OIA-ODIR-TRAIN,0,0.0033954578,0
OIA-ODIR-TRAIN-2526,OIA-ODIR-TRAIN,0,0.03550592,0
PAPILA-127,PAPILA,0,0.019089533,0
OIA-ODIR-TRAIN-182,OIA-ODIR-TRAIN,0,0.41286594,0
